Software providor ID,Customer Type,Annual Charges ,Biggest market,Invoice generation,E invoice generation,Delivery challan Generation,E way bill generation,LR generation,Multi user compatibility,Multi tenant usability,Tasks management,Customization,Vehicle allocation,Inventory Management,Integrated Payment gatways,Logistics management,Customer management,User satisfied
I165687,Large,150000,Mumbai,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
I169015,SME,200000,New Delhi,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes
I111305,ALL,200000,Pune,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
I187171,ALL,150000,Pune,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No
I148276,SME,25000,Pune,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No
I783231,ALL,100000,New Delhi,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
I313426,Large,80000,New Delhi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I112291,ALL,200000,Chennai,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
I402983,ALL,80000,Hyderabad,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I155076,ALL,100000,Hyderabad,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
I204056,ALL,25000,Mumbai,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No
I218385,ALL,60000,Kolkata,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
I198698,SME,80000,Jaipur,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No
I428118,ALL,80000,Hyderabad,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
I204147,ALL,150000,Madhya Pradesh,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
I361028,SME,100000,Mumbai,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I915945,SME,150000,Hyderabad,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
I165461,SME,200000,Hyderabad,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I762381,Large,150000,Bangalore,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
I818298,Large,100000,Jaipur,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I261290,Large,200000,Kolkata,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
I215578,ALL,150000,Kolkata,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
I136666,SME,150000,Kerala,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
I120948,ALL,100000,Mumbai,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
I173679,ALL,150000,Madhya Pradesh,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
I638275,Large,25000,Kerala,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I551237,ALL,100000,Mumbai,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
I239285,Large,60000,Bangalore,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
I723062,SME,150000,Chennai,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
I353329,Large,150000,New Delhi,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No
I321920,SME,80000,New Delhi,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
I176115,SME,25000,Bangalore,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No
I251743,SME,60000,New Delhi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
I964173,Large,200000,Chennai,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
I334389,Large,100000,Kolkata,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
I251855,SME,25000,Pune,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
I985808,Large,60000,Kerala,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
I224565,SME,60000,Kerala,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I239703,Large,150000,Madhya Pradesh,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
I156413,Large,200000,Bangalore,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
I158683,ALL,150000,Hyderabad,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No
I983860,ALL,150000,Pune,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
I119809,SME,100000,Jaipur,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
I319942,SME,60000,Kerala,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
I133278,SME,100000,New Delhi,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
I252084,Large,60000,Bangalore,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
I182889,SME,80000,New Delhi,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
I106271,Large,60000,Hyderabad,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
I112481,Large,60000,Bangalore,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes
I240751,ALL,150000,Madhya Pradesh,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I282789,Large,100000,Kolkata,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
I676291,SME,60000,Mumbai,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
I827069,Large,80000,Jaipur,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
I242823,Large,150000,Pune,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No
I208631,ALL,60000,New Delhi,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
I139308,SME,60000,Mumbai,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
I177201,SME,80000,New Delhi,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No
I263818,SME,80000,Bangalore,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No
I174966,ALL,100000,Mumbai,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No
I186896,Large,25000,Jaipur,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes
I207465,Large,200000,Kerala,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
I191148,Large,100000,Hyderabad,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes
I159487,SME,200000,Hyderabad,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
I215141,Large,80000,Kolkata,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
I235828,Large,25000,Mumbai,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I281274,ALL,60000,Kolkata,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
I135898,Large,150000,New Delhi,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No
I943072,ALL,100000,New Delhi,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
I142738,SME,200000,Kolkata,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
I304665,Large,200000,Chennai,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
I133240,ALL,80000,Jaipur,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
I215906,ALL,25000,Pune,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes
I247747,Large,200000,Jaipur,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes
I227154,SME,25000,New Delhi,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No
I133197,Large,60000,Madhya Pradesh,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
I542618,Large,60000,New Delhi,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
I522612,ALL,80000,Kolkata,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes
I336817,Large,60000,Mumbai,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
I216982,Large,60000,Mumbai,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
I317443,SME,60000,Chennai,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No
I115679,Large,25000,Bangalore,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No
I227707,ALL,60000,New Delhi,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I238456,SME,150000,Hyderabad,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No
I940840,SME,25000,Mumbai,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I298805,SME,100000,Madhya Pradesh,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
I169894,Large,25000,Bangalore,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
I183571,SME,25000,Mumbai,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes
I921232,ALL,60000,Madhya Pradesh,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No
I130799,Large,60000,Kerala,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
I199384,ALL,80000,Jaipur,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
I300557,ALL,80000,Bangalore,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
I162186,SME,200000,Jaipur,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
I299125,ALL,100000,Mumbai,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
I720017,ALL,60000,Pune,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
I293086,Large,200000,Madhya Pradesh,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
I995407,ALL,200000,Madhya Pradesh,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
I306845,SME,200000,Kerala,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
I274190,ALL,200000,Pune,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No
I305432,Large,100000,Chennai,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No
I224122,ALL,150000,Kerala,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No
I119142,SME,150000,Bangalore,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
I117526,Large,25000,Kerala,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
I195735,Large,25000,Bangalore,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
I243930,SME,25000,Bangalore,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
I320007,ALL,150000,Jaipur,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No
I339004,SME,80000,Mumbai,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No
I139437,SME,150000,Madhya Pradesh,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I325491,ALL,200000,New Delhi,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
I332582,ALL,200000,Jaipur,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
I976566,SME,150000,Pune,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes
I420592,Large,60000,Jaipur,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
I312499,ALL,200000,Jaipur,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
I304591,Large,80000,Hyderabad,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes
I122118,Large,25000,Madhya Pradesh,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
I297539,ALL,80000,Kerala,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I339496,ALL,80000,Jaipur,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
I160687,Large,60000,Madhya Pradesh,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I153842,ALL,80000,Kerala,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No
I615452,ALL,150000,Bangalore,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No
I908600,Large,150000,Mumbai,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
I708279,SME,25000,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes
I328691,SME,60000,Hyderabad,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
I423782,SME,200000,Jaipur,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No
I123315,ALL,60000,Kerala,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
I182578,ALL,60000,Jaipur,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
I403818,SME,150000,Hyderabad,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
I508712,Large,200000,Chennai,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
I959992,Large,80000,Hyderabad,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
I279688,ALL,80000,Mumbai,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No
I300847,SME,80000,Kerala,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
I170966,SME,25000,Jaipur,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No
I230221,SME,200000,New Delhi,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
I317354,SME,60000,New Delhi,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
I155404,Large,200000,Pune,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
I151181,Large,80000,Kolkata,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
I144046,ALL,100000,Madhya Pradesh,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
I959386,ALL,25000,Kerala,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
I737965,Large,60000,Kolkata,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
I194017,Large,100000,Jaipur,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No
I252777,Large,100000,Madhya Pradesh,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
I254142,ALL,100000,Madhya Pradesh,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
I120850,ALL,80000,Madhya Pradesh,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
I220285,SME,80000,Jaipur,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes
I180980,Large,200000,Kerala,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
I301451,ALL,80000,Mumbai,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
I125700,SME,25000,Jaipur,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No
I533062,ALL,150000,Chennai,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
I998874,ALL,200000,Kerala,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
I325619,ALL,200000,Kerala,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
I200646,SME,100000,Hyderabad,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
I337094,SME,25000,Mumbai,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
I436935,ALL,25000,Kolkata,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No
I585560,ALL,150000,Mumbai,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I191967,SME,200000,Kerala,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes
I304567,Large,80000,Jaipur,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
I232809,Large,60000,Chennai,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No
I157441,Large,25000,Mumbai,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
I591015,Large,25000,Madhya Pradesh,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
I219334,Large,200000,Madhya Pradesh,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No
I162719,Large,200000,New Delhi,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
I237375,Large,80000,Kerala,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
I289611,SME,80000,Mumbai,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
I217650,Large,60000,New Delhi,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I214129,ALL,150000,Mumbai,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
I300799,SME,60000,Hyderabad,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I163771,ALL,150000,Chennai,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
I252528,SME,60000,Bangalore,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No
I147387,SME,80000,Madhya Pradesh,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
I186255,ALL,25000,Pune,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
I308341,SME,25000,Hyderabad,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
I177664,ALL,150000,New Delhi,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No
I278519,Large,25000,Bangalore,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No
I160636,Large,25000,Kolkata,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I306136,ALL,200000,Jaipur,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
I240224,Large,80000,Kolkata,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
I227030,Large,60000,Jaipur,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
I258204,SME,200000,Jaipur,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
I231070,SME,60000,Kolkata,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No
I434983,Large,200000,Mumbai,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No
I326925,ALL,60000,Jaipur,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
I183840,ALL,25000,Jaipur,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
I533184,SME,80000,Kolkata,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
I735039,SME,80000,Mumbai,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
I319997,Large,100000,Madhya Pradesh,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
I228150,SME,25000,Jaipur,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
I215373,ALL,200000,Kerala,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
I275695,SME,25000,Bangalore,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
I107255,Large,200000,Mumbai,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
I301538,ALL,80000,Jaipur,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
I119469,Large,25000,Jaipur,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No
I678313,ALL,25000,Madhya Pradesh,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
I264491,ALL,200000,Chennai,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
I177957,Large,150000,Mumbai,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
I188384,SME,200000,Mumbai,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No
I527111,ALL,200000,Jaipur,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
I152252,SME,100000,New Delhi,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
I131076,ALL,100000,Mumbai,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No
I151031,SME,25000,Hyderabad,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
I638444,SME,200000,Mumbai,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
I884439,ALL,150000,Kerala,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
I381853,SME,25000,Bangalore,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
I104404,ALL,150000,Pune,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
I926542,Large,100000,Pune,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
I263473,Large,150000,Chennai,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
I177317,Large,100000,Chennai,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No
I941223,ALL,150000,New Delhi,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
I323436,Large,80000,Madhya Pradesh,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No
I245250,ALL,100000,New Delhi,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
I589196,Large,80000,New Delhi,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
I241028,ALL,60000,Chennai,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No
I846943,ALL,150000,Kerala,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes
I131492,SME,150000,Pune,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No
I252340,Large,60000,Pune,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes
I571614,Large,150000,Kerala,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
I269945,Large,150000,Kerala,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
I293115,ALL,100000,Bangalore,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
I180632,Large,25000,Mumbai,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
I946433,ALL,100000,New Delhi,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
I557864,ALL,80000,Madhya Pradesh,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
I721903,SME,200000,New Delhi,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
I995914,ALL,100000,Kerala,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
I423124,ALL,80000,Kolkata,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No
I318626,ALL,60000,Mumbai,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
I284431,SME,60000,New Delhi,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
